# freq, energy
1.425774379888028031e-03 7.604455678519332906e-01
1.444527524570953436e-03 7.407730515289078221e-01
1.463527328501275718e-03 7.216108770913129966e-01
1.482777035976700578e-03 7.029457326445751608e-01
1.502279933967036333e-03 6.847646572503018891e-01
1.522039352675452198e-03 6.670550314826189098e-01
1.542058666107126068e-03 6.498045682483877261e-01
1.562341292645370687e-03 6.330013038634463296e-01
1.582890695635337953e-03 6.166335893772552090e-01
1.603710383975394393e-03 6.006900821385985356e-01
1.624803912716291402e-03 5.851597375951951285e-01
1.646174883668192687e-03 5.700318013203664602e-01
1.667826946015709419e-03 5.552958012600576199e-01
1.689763796941008353e-03 5.409415401937878176e-01
1.711989182255123018e-03 5.269590884032697709e-01
1.734506897037566215e-03 5.133387765426606908e-01
1.757320786284357218e-03 5.000711887045841131e-01
1.780434745564572112e-03 4.871471556762649313e-01
1.803852721685521993e-03 4.745577483802824181e-01
1.827578713366700188e-03 4.622942714946168818e-01
1.851616771922565087e-03 4.503482572468630041e-01
1.875971001954333762e-03 4.387114593775886529e-01
1.900645562050851242e-03 4.273758472680320164e-01
1.925644665498690671e-03 4.163336002274328207e-01
1.950972581001588456e-03 4.055771019354667550e-01
1.976633633409347317e-03 3.950989350353715790e-01
2.002632204456312841e-03 3.848918758735120349e-01
2.028972733509589420e-03 3.749488893812222279e-01
2.055659718327064109e-03 3.652631240949434921e-01
2.082697715825431589e-03 3.558279073107388779e-01
2.110091342858300481e-03 3.466367403694293192e-01
2.137845277004541897e-03 3.376832940686843587e-01
2.165964257367005135e-03 3.289614041985157722e-01
2.194453085381742764e-03 3.204650671967321784e-01
2.223316625637874328e-03 3.121884359210118087e-01
2.252559806708230496e-03 3.041258155343511405e-01
2.282187621990942449e-03 2.962716595007356402e-01
2.312205130562066269e-03 2.886205656879929915e-01
2.342617458039460056e-03 2.811672725748443069e-01
2.373429797457995288e-03 2.739066555592933883e-01
2.404647410156290216e-03 2.668337233655502239e-01
2.436275626675108840e-03 2.599436145467777237e-01
2.468319847667573789e-03 2.532315940810300758e-01
2.500785544821342282e-03 2.466930500578276564e-01
2.533678261792933831e-03 2.403234904528752658e-01
2.567003615154326776e-03 2.341185399885254426e-01
2.600767295352004495e-03 2.280739370776358188e-01
2.634975067678638205e-03 2.221855308485444214e-01
2.669632773257524759e-03 2.164492782489599310e-01
2.704746330039986719e-03 2.108612412266130387e-01
2.740321733815887818e-03 2.054175839845863161e-01
2.776365059237442031e-03 2.001145703092943318e-01
2.812882460856475000e-03 1.949485609691488930e-01
2.849880174175360281e-03 1.899160111819868657e-01
2.887364516711735801e-03 1.850134681494140232e-01
2.925341889077265941e-03 1.802375686562446566e-01
2.963818776070561989e-03 1.755850367332910111e-01
3.002801747784493002e-03 1.710526813817898617e-01
3.042297460728056197e-03 1.666373943578083050e-01
3.082312658963007670e-03 1.623361480150165570e-01
3.122854175255427786e-03 1.581459932042603156e-01
3.163928932242464093e-03 1.540640572284046605e-01
3.205543943614390118e-03 1.500875418509742820e-01
3.247706315312215951e-03 1.462137213571438887e-01
3.290423246741074840e-03 1.424399406656787770e-01
3.333702031999541057e-03 1.387636134904656482e-01
3.377550061125130995e-03 1.351822205503075414e-01
3.421974821356183524e-03 1.316933078256947165e-01
3.466983898410342085e-03 1.282944848612990740e-01
3.512584977779834115e-03 1.249834231129758749e-01
3.558785846043825783e-03 1.217578543380825051e-01
3.605594392197985620e-03 1.186155690279706576e-01
3.653018609001589239e-03 1.155544148815211419e-01
3.701066594342303489e-03 1.125722953186399089e-01
3.749746552618937571e-03 1.096671680326489345e-01
3.799066796142381002e-03 1.068370435805433283e-01
3.849035746554968235e-03 1.040799840101096219e-01
3.899661936268495038e-03 1.013941015229307963e-01
3.950954009921188448e-03 9.877755717232501731e-02
4.002920725853804235e-03 9.622855959529773295e-02
4.055570957605137208e-03 9.374536377760664396e-02
4.108913695427240595e-03 9.132626985106276352e-02
4.162958047820536182e-03 8.896962192221975763e-02
4.217713243089130093e-03 8.667380693162170247e-02
4.273188630916587884e-03 8.443725354280322282e-02
4.329393683962435256e-03 8.225843106025826357e-02
4.386337999479640246e-03 8.013584837561506247e-02
4.444031300953413428e-03 7.806805294127244776e-02
4.502483439761500485e-03 7.605362977077864683e-02
4.561704396856377380e-03 7.409120046524456105e-02
4.621704284469523374e-03 7.217942226511180059e-02
4.682493347838133542e-03 7.031698712660525152e-02
4.744081966954532756e-03 6.850262082222507987e-02
4.806480658338609449e-03 6.673508206464454084e-02
4.869700076833555387e-03 6.501316165340116637e-02
4.933751017425211556e-03 6.333568164378325371e-02
4.998644417085387065e-03 6.170149453732814981e-02
5.064391356639359222e-03 6.010948249336888621e-02
5.131003062658002351e-03 5.855855656107455953e-02
5.198490909374756976e-03 5.704765593145047498e-02
5.266866420627830565e-03 5.557574720877400676e-02
5.336141271827942942e-03 5.414182370095826924e-02
5.406327291951958103e-03 5.274490472834809235e-02
5.477436465562712971e-03 5.138403495046717229e-02
5.549480934855466341e-03 5.005828371024566292e-02
5.622473001731190072e-03 4.876674439527368260e-02
5.696425129897210796e-03 4.750853381563331645e-02
5.771349946995413781e-03 4.628279159787885427e-02
5.847260246758479926e-03 4.508867959474172071e-02
5.924168991194462067e-03 4.392538131015087666e-02
6.002089312800111716e-03 4.279210133916849790e-02
6.081034516803307532e-03 4.168806482245233924e-02
6.161018083434959339e-03 4.061251691486617021e-02
6.242053670230857804e-03 3.956472226786813401e-02
6.324155114363707447e-03 3.854396452532050238e-02
6.407336435005925833e-03 3.754954583236823351e-02
6.491611835723451809e-03 3.658078635704842263e-02
6.576995706901073678e-03 3.563702382429755067e-02
6.663502628199646782e-03 3.471761306203442754e-02
6.751147371045640271e-03 3.382192555900441489e-02
6.839944901153393805e-03 3.294934903407910343e-02
6.929910381080625452e-03 3.209928701671245499e-02
7.021059172817449220e-03 3.127115843826501485e-02
7.113406840409544976e-03 3.046439723391149504e-02
7.206969152615763478e-03 2.967845195485824955e-02
7.301762085600713853e-03 2.891278539060171751e-02
7.397801825662758506e-03 2.816687420096726860e-02
7.495104771997899464e-03 2.744020855767400485e-02
7.593687539500014114e-03 2.673229179517831733e-02
7.693566961597888762e-03 2.604264007055537289e-02
7.794760093129655433e-03 2.537078203218282729e-02
7.897284213254912935e-03 2.471625849699984889e-02
8.001156828405272051e-03 2.407862213611700747e-02
8.106395675273627560e-03 2.345743716856179412e-02
8.213018723842776397e-03 2.285227906294773348e-02
8.321044180453866790e-03 2.226273424686178726e-02
8.430490490915227425e-03 2.168839982376964334e-02
8.541376343652023334e-03 2.112888329724434133e-02
8.653720672897451463e-03 2.058380230232730729e-02
8.767542661925767367e-03 2.005278434383818420e-02
8.882861746327975691e-03 1.953546654145187078e-02
8.999697617330508839e-03 1.903149538136845315e-02
9.118070225157584238e-03 1.854052647440445484e-02
9.237999782437807464e-03 1.806222432033920827e-02
9.359506767655548579e-03 1.759626207835414402e-02
9.482611928647756080e-03 1.714232134340721095e-02
9.607336286146683779e-03 1.670009192838873072e-02
9.733701137369351122e-03 1.626927165190829652e-02
9.861728059654052692e-03 1.584956613156796035e-02
9.991438914144846681e-03 1.544068858257838239e-02
1.012285584952440226e-02 1.504235962158046412e-02
1.025600130579599339e-02 1.465430707553724843e-02
1.039089801811520983e-02 1.427626579556490541e-02
1.052756902067211557e-02 1.390797747557477419e-02
1.066603765062438917e-02 1.354919047560226159e-02
1.080632755208229406e-02 1.319965964970077482e-02
1.094846268014596294e-02 1.285914617828305510e-02
1.109246730499587746e-02 1.252741740479431688e-02
1.123836601603706194e-02 1.220424667660552874e-02
1.138618372609787044e-02 1.188941319001718400e-02
1.153594567568392779e-02 1.158270183926761801e-02
1.168767743728808643e-02 1.128390306944196224e-02
1.184140491975697526e-02 1.099281273318105517e-02
1.199715437271512558e-02 1.070923195109167204e-02
1.215495239104716178e-02 1.043296697576271900e-02
1.231482591943900903e-02 1.016382905929387806e-02
1.247680225697876503e-02 9.901634324245988869e-03
1.264090906181821600e-02 9.646203637924411975e-03
1.280717435589552936e-02 9.397362489909596647e-03
1.297562652972014327e-02 9.154940872750531866e-03
1.314629434722052424e-02 8.918773165739499881e-03
1.331920695065579724e-02 8.688698021688293430e-03
1.349439386559186937e-02 8.464558256628475913e-03
1.367188500594305155e-02 8.246200742359998531e-03
1.385171067908000722e-02 8.033476301774497216e-03
1.403390159100480379e-02 7.826239606881713745e-03
1.421848885159418194e-02 7.624349079468868001e-03
1.440550397991164321e-02 7.427666794325292476e-03
1.459497890958949204e-02 7.236058384965743384e-03
1.478694599428158341e-02 7.049392951788014533e-03
1.498143801318792961e-02 6.867542972601689208e-03
1.517848817665184112e-02 6.690384215467075346e-03
1.537813013183075318e-02 6.517795653784363291e-03
1.558039796844156930e-02 6.349659383575061156e-03
1.578532622458170970e-02 6.185860542898811466e-03
1.599294989262658312e-02 6.026287233350718919e-03
1.620330442520471689e-02 5.870830443585208988e-03
1.641642574125138157e-02 5.719383974814196137e-03
1.663235023214198333e-02 5.571844368228410713e-03
1.685111476790601345e-02 5.428110834292379852e-03
1.707275670352274149e-02 5.288085183864546512e-03
1.729731388529978653e-02 5.151671761095384661e-03
1.752482465733545824e-02 5.018777378057679220e-03
1.775532786806625907e-02 4.889311251064057048e-03
1.798886287690039040e-02 4.763184938628373978e-03
1.822546956093853282e-02 4.640312281028392133e-03
1.846518832178298958e-02 4.520609341428441161e-03
1.870806009243653270e-02 4.403994348521685087e-03
1.895412634429180856e-02 4.290387640652893256e-03
1.920342909421280178e-02 4.179711611383364958e-03
1.945601091170930802e-02 4.071890656460843902e-03
1.971191492620598743e-02 3.966851122158030624e-03
1.997118483440681394e-02 3.864521254944502243e-03
2.023386490775651303e-02 3.764831152457490809e-03
2.050000000000000433e-02 3.667712715738069562e-03
