# freq, energy, cw_energy, ccw_energy
1.267517033429880948e-03 7.724849441977020559e-02 4.521845872624676715e-02 3.203003569352343843e-02
1.278279420550346938e-03 7.593910101936644785e-02 4.439820032810612438e-02 3.154090069126031654e-02
1.289133190250673971e-03 7.465213410814133810e-02 4.359331856431936103e-02 3.105881554382197360e-02
1.300079118453135747e-03 7.338720189114344983e-02 4.280351256506162438e-02 3.058368932608182891e-02
1.311117987668302494e-03 7.214391967161513930e-02 4.202848766777963346e-02 3.011543200383550237e-02
1.322250587050978433e-03 7.092190971414857881e-02 4.126795528097765980e-02 2.965395443317091900e-02
1.333477712456621490e-03 6.972080111074041575e-02 4.052163275120175545e-02 2.919916835953866377e-02
1.344800166498236150e-03 6.854022964967726450e-02 3.978924323314255579e-02 2.875098641653471565e-02
1.356218758603746841e-03 6.737983768718409927e-02 3.907051556277786608e-02 2.830932212440622972e-02
1.367734305073867651e-03 6.623927402176875423e-02 3.836518413347806550e-02 2.787408988829068526e-02
1.379347629140459733e-03 6.511819377120001140e-02 3.767298877500070697e-02 2.744520499619930096e-02
1.391059561025381145e-03 6.401625825205690956e-02 3.699367463530217615e-02 2.702258361675473342e-02
1.402870937999835645e-03 6.293313486178889193e-02 3.632699206509586165e-02 2.660614279669303028e-02
1.414782604444231925e-03 6.186849696322661851e-02 3.567269650508780171e-02 2.619580045813881680e-02
1.426795411908544616e-03 6.082202377148812622e-02 3.503054837582425529e-02 2.579147539566387093e-02
1.438910219173195060e-03 5.979340024322275099e-02 3.440031297008536854e-02 2.539308727313738245e-02
1.451127892310441437e-03 5.878231696813993740e-02 3.378176034776261133e-02 2.500055662037731913e-02
1.463449304746290182e-03 5.778847006276962434e-02 3.317466523315838745e-02 2.461380482961124036e-02
1.475875337322938435e-03 5.681156106640194298e-02 3.257880691464738743e-02 2.423275415175454861e-02
1.488406878361749064e-03 5.585129683915656534e-02 3.199396914664199426e-02 2.385732769251456761e-02
1.501044823726750427e-03 5.490738946213380434e-02 3.141994005380534249e-02 2.348744940832847225e-02
1.513790076888679335e-03 5.397955613959894150e-02 3.085651203745646762e-02 2.312304410214246347e-02
1.526643548989572606e-03 5.306751910315293114e-02 3.030348168411355070e-02 2.276403741903937350e-02
1.539606158907900731e-03 5.217100551784600165e-02 2.976064967612357393e-02 2.241035584172242426e-02
1.552678833324261853e-03 5.128974739018822560e-02 2.922782070432675475e-02 2.206192668586146738e-02
1.565862506787625650e-03 5.042348147801627156e-02 2.870480338270700246e-02 2.171867809530926563e-02
1.579158121782141006e-03 4.957194920217319195e-02 2.819141016497939134e-02 2.138053903719379714e-02
1.592566628794514624e-03 4.873489655996086217e-02 2.768745726306776067e-02 2.104743929689310497e-02
1.606088986381965780e-03 4.791207404032510331e-02 2.719276456742639181e-02 2.071930947289870803e-02
1.619726161240741180e-03 4.710323654073674676e-02 2.670715556916227612e-02 2.039608097157447064e-02
1.633479128275235667e-03 4.630814328572750022e-02 2.623045728391235759e-02 2.007768600181514262e-02
1.647348870667675194e-03 4.552655774704796043e-02 2.576250017743591386e-02 1.976405756961204657e-02
1.661336379948408692e-03 4.475824756540853350e-02 2.530311809287863478e-02 1.945512947252990218e-02
1.675442656066793851e-03 4.400298447377017780e-02 2.485214817966939493e-02 1.915083629410078286e-02
1.689668707462680308e-03 4.326054422215085127e-02 2.440943082401039743e-02 1.885111339814045384e-02
1.704015551138496733e-03 4.253070650391421043e-02 2.397480958092245221e-02 1.855589692299175822e-02
1.718484212731959376e-03 4.181325488350780967e-02 2.354813110780788060e-02 1.826512377569993253e-02
1.733075726589399044e-03 4.110797672561958271e-02 2.312924509949512361e-02 1.797873162612445910e-02
1.747791135839692200e-03 4.041466312572280367e-02 2.271800422473027603e-02 1.769665890099253111e-02
1.762631492468847132e-03 3.973310884197721327e-02 2.231426406407971755e-02 1.741884477789749225e-02
1.777597857395197710e-03 3.906311222845966491e-02 2.191788304921206756e-02 1.714522917924759735e-02
1.792691300545251132e-03 3.840447516969363456e-02 2.152872240352533481e-02 1.687575276616830322e-02
1.807912900930179695e-03 3.775700301645062290e-02 2.114664608408810959e-02 1.661035693236251679e-02
1.823263746722954617e-03 3.712050452279640200e-02 2.077152072486380258e-02 1.634898379793259596e-02
1.838744935336134511e-03 3.649479178435528770e-02 2.040321558118751363e-02 1.609157620316777060e-02
1.854357573500320855e-03 3.587968017776636820e-02 2.004160247546591528e-02 1.583807770230045292e-02
1.870102777343283715e-03 3.527498830130611912e-02 1.968655574407129558e-02 1.558843255723482181e-02
1.885981672469737780e-03 3.468053791665443725e-02 1.933795218540269520e-02 1.534258573125174205e-02
1.901995394041826369e-03 3.409615389177714229e-02 1.899567100908516881e-02 1.510048288269197521e-02
1.918145086860259226e-03 3.352166414490425489e-02 1.865959378628214566e-02 1.486207035862211097e-02
1.934431905446158933e-03 3.295689958957924437e-02 1.832960440109389702e-02 1.462729518848534735e-02
1.950857014123599060e-03 3.240169408075727064e-02 1.800558900301698143e-02 1.439610507774028748e-02
1.967421587102837714e-03 3.185588436193093759e-02 1.768743596044030850e-02 1.416844840149062909e-02
1.984126808564255166e-03 3.131931001326210967e-02 1.737503581515355278e-02 1.394427419810855516e-02
2.000973872743015951e-03 3.079181340069803846e-02 1.706828123784410317e-02 1.372353216285393182e-02
2.017963984014439598e-03 3.027323962605251231e-02 1.676706698456015970e-02 1.350617264149235087e-02
2.035098356980105140e-03 2.976343647803144851e-02 1.647128985411730126e-02 1.329214662391414899e-02
2.052378216554677504e-03 2.926225438418368976e-02 1.618084864642690968e-02 1.308140573775677835e-02
2.069804798053471572e-03 2.876954636375818677e-02 1.589564412172525185e-02 1.287390224203293666e-02
2.087379347280767829e-03 2.828516798144827329e-02 1.561557896068210653e-02 1.266958902076616329e-02
2.105103120618874793e-03 2.780897730200568643e-02 1.534055772536921727e-02 1.246841957663646569e-02
2.122977385117946498e-03 2.734083484570614536e-02 1.507048682106853360e-02 1.227034802463761176e-02
2.141003418586553703e-03 2.688060354464956100e-02 1.480527445890126095e-02 1.207532908574829658e-02
2.159182509683042241e-03 2.642814869987720333e-02 1.454483061925856274e-02 1.188331808061864059e-02
2.177515958007651166e-03 2.598333793929013050e-02 1.428906701601601395e-02 1.169427092327412002e-02
2.196005074195427585e-03 2.554604117635187951e-02 1.403789706151357779e-02 1.150814411483830346e-02
2.214651180009917335e-03 2.511613056956044782e-02 1.379123583228407390e-02 1.132489473727637391e-02
2.233455608437651899e-03 2.469348048267359930e-02 1.354900003551288805e-02 1.114448044716071125e-02
2.252419703783445880e-03 2.427796744567219805e-02 1.331110797621220219e-02 1.096685946945999759e-02
2.271544821766504577e-03 2.386947011644720631e-02 1.307747952509380127e-02 1.079199059135340505e-02
2.290832329617338223e-03 2.346786924319569506e-02 1.284803608712456642e-02 1.061983315607112864e-02
2.310283606175498466e-03 2.307304762751213531e-02 1.262270057074938411e-02 1.045034705676274947e-02
2.329900041988158376e-03 2.268489008816020405e-02 1.240139735776596419e-02 1.028349273039424160e-02
2.349683039409512959e-03 2.230328342551268772e-02 1.218405227383744481e-02 1.011923115167524118e-02
2.369634012701042711e-03 2.192811638664542498e-02 1.197059255962801445e-02 9.957523827017410525e-03
2.389754388132609830e-03 2.155927963107300699e-02 1.176094684254787651e-02 9.798332788525130482e-03
2.410045604084416152e-03 2.119666569711327331e-02 1.155504510909375997e-02 9.641620588019516810e-03
2.430509111149837132e-03 2.084016896886809606e-02 1.135281867777152877e-02 9.487350291096567287e-03
2.451146372239126642e-03 2.048968564380850357e-02 1.115420017258801633e-02 9.335485471220487247e-03
2.471958862683994781e-03 2.014511370095255563e-02 1.095912349709944264e-02 9.185990203853114724e-03
2.492948070343070383e-03 1.980635286962414976e-02 1.076752380900394997e-02 9.038829060620198058e-03
2.514115495708276436e-03 1.947330459878122977e-02 1.057933749526601165e-02 8.893967103515218117e-03
2.535462652012090631e-03 1.914587202690271397e-02 1.039450214776108626e-02 8.751369879141627714e-03
2.556991065335734864e-03 1.882395995242289871e-02 1.021295653942883019e-02 8.611003412994068518e-03
2.578702274718264621e-03 1.850747480470325140e-02 1.003464060092382031e-02 8.472834203779431098e-03
2.600597832266591213e-03 1.819632461553067834e-02 9.859495397752545548e-03 8.336829217778134529e-03
2.622679303266441195e-03 1.789041899113234108e-02 9.687463107886038968e-03 8.202955883246302107e-03
2.644948266294265549e-03 1.758966908469684551e-02 9.518486999837528356e-03 8.071182084859317152e-03
2.667406313330082570e-03 1.729398756939253684e-02 9.352511411195149962e-03 7.941476158197386878e-03
2.690055049871283108e-03 1.700328861187299506e-02 9.189481727599493888e-03 7.813806884273501174e-03
2.712896095047410278e-03 1.671748784626031839e-02 9.029344362156179957e-03 7.688143484104137566e-03
2.735931081735907579e-03 1.643650234859727818e-02 8.872046735274054935e-03 7.564455613323223249e-03
2.759161656678856683e-03 1.616025061175929353e-02 8.717537254919612358e-03 7.442713356839682041e-03
2.782589480600696202e-03 1.588865252081753804e-02 8.565765297278602267e-03 7.322887223538935772e-03
2.806216228326940520e-03 1.562162932884456762e-02 8.416681187815903964e-03 7.204948141028663655e-03
2.830043588903913016e-03 1.535910363315393275e-02 8.270236182724911844e-03 7.088867450429018301e-03
2.854073265719504499e-03 1.510099935196561501e-02 8.126382450757989664e-03 6.974616901207624474e-03
2.878306976624935617e-03 1.484724170148943832e-02 7.985073055429815769e-03 6.862168646059620819e-03
2.902746454057562701e-03 1.459775717341832944e-02 7.846261937585410559e-03 6.751495235832918884e-03
2.927393445164731389e-03 1.435247351282366822e-02 7.709903898324901167e-03 6.642569614498766185e-03
2.952249711928676707e-03 1.411131969644532393e-02 7.575954582277418317e-03 6.535365114167906476e-03
2.977317031292490458e-03 1.387422591136877603e-02 7.444370461216437938e-03 6.429855450152338094e-03
3.002597195287148944e-03 1.364112353408227472e-02 7.315108818009363224e-03 6.326014716072910632e-03
3.028092011159615789e-03 1.341194510990684208e-02 7.188127730894047426e-03 6.223817379012795518e-03
3.053803301502045018e-03 1.318662433279192518e-02 7.063386058075132000e-03 6.123238274716793182e-03
3.079732904382084368e-03 1.296509602547003988e-02 6.940843422633403460e-03 6.024252602836636418e-03
3.105882673474268021e-03 1.274729611996392765e-02 6.820460197741571792e-03 5.926835922222355862e-03
3.132254478192529092e-03 1.253316163843927987e-02 6.702197492179673768e-03 5.830964146259605234e-03
3.158850203823848797e-03 1.232263067439678950e-02 6.586017136143807599e-03 5.736613538252982765e-03
3.185671751663028857e-03 1.211564237419725069e-02 6.471881667341906202e-03 5.643760706855342757e-03
3.212721039148621824e-03 1.191213691891335191e-02 6.359754317370365680e-03 5.552382601542987968e-03
3.239999999999998957e-03 1.171205550650249519e-02 6.249598998365676894e-03 5.462456508136819162e-03
